ticker,date,period_ending,estimate,reported,surprise,surprise%
TPIC,2021-08-05,Jun-21,-0.76,-0.8,-0.04,-5.26
TPL,2021-08-05,Jun-21,7.37,7.36,-0.01,-0.14
TPR,2021-08-19,Jun-21,0.66,0.74,0.08,12.12
TPTX,2021-08-09,Jun-21,-1.2,-1.14,0.06,5
TPX,2021-07-29,Jun-21,0.6,0.79,0.19,31.67
TRC,2021-08-05,Jun-21,-0.03,0.11,0.14,466.67
TREE,2021-07-29,Jun-21,0.19,0.76,0.57,300
TREX,2021-08-02,Jun-21,0.53,0.53,0,0
TRGP,2021-08-05,Jun-21,0.29,0.15,-0.14,-48.28
TRHC,2021-08-05,Jun-21,0.01,-0.01,-0.02,-200
TRIP,2021-08-05,Jun-21,-0.06,-0.07,-0.01,-16.67
TRMB,2021-08-04,Jun-21,0.6,0.72,0.12,20
TRMK,2021-07-27,Jun-21,0.69,0.76,0.07,10.14
TRN,2021-07-22,Jun-21,0.09,0.15,0.06,66.67
TRNO,2021-08-04,Jun-21,0.41,0.25,-0.16,-39.02
TRNS,2021-07-27,Jun-21,0.26,0.49,0.23,88.46
TROW,2021-07-29,Jun-21,3.21,3.31,0.1,3.12
TROX,2021-07-28,Jun-21,0.5,0.61,0.11,22
TRS,2021-07-29,Jun-21,0.57,0.62,0.05,8.77
TRST,2021-07-21,Jun-21,0.69,0.75,0.06,8.7
TRTN,2021-07-27,Jun-21,2.01,2.14,0.13,6.47
TRTX,2021-08-03,Jun-21,0.25,0.27,0.02,8
TRU,2021-07-27,Jun-21,0.92,0.96,0.04,4.35
TRUP,2021-08-05,Jun-21,-0.17,-0.08,0.09,52.94
TRV,2021-07-20,Jun-21,2.35,3.45,1.1,46.81
TSC,2021-07-21,Jun-21,0.35,0.41,0.06,17.14
TSCO,2021-07-19,Jun-21,2.94,3.19,0.25,8.5
TSE,2021-08-04,Jun-21,2.84,3.7,0.86,30.28
TSLA,2021-07-26,Jun-21,0.9,1.45,0.55,61.11
TSN,2021-08-09,Jun-21,1.77,2.7,0.93,52.54
TTC,2021-09-02,Jul-21,0.76,0.92,0.16,21.05
TTCF,2021-08-12,Jun-21,-0.01,-0.09,-0.08,-800
TTD,2021-08-09,Jun-21,0.13,0.18,0.05,38.46
TTEC,2021-08-03,Jun-21,0.98,1.27,0.29,29.59
TTEK,2021-07-28,Jun-21,0.87,0.95,0.08,9.2
TTGT,2021-08-04,Jun-21,0.48,0.51,0.03,6.25
TTMI,2021-07-28,Jun-21,0.3,0.36,0.06,20
TTWO,2021-08-02,Jun-21,0.93,1.07,0.14,15.05
TUP,2021-08-04,Jun-21,0.59,0.95,0.36,61.02
TVTY,2021-08-04,Jun-21,0.35,0.48,0.13,37.14
TW,2021-07-29,Jun-21,0.39,0.39,0,0
TWI,2021-07-29,Jun-21,0.14,0.22,0.08,57.14
TWLO,2021-07-29,Jun-21,-0.14,-0.11,0.03,21.43
TWNK,2021-08-04,Jun-21,0.22,0.23,0.01,4.55
TWO,2021-08-04,Jun-21,0.19,0.19,0,0
TWOU,2021-07-29,Jun-21,-0.16,-0.09,0.07,43.75
TWST,2021-08-06,Jun-21,-0.76,-0.82,-0.06,-7.89
TWTR,2021-07-22,Jun-21,0.07,0.2,0.13,185.71
TXG,2021-08-04,Jun-21,-0.26,-0.1,0.16,61.54
TXMD,2021-08-04,Jun-21,-0.11,-0.11,0,0
TXN,2021-07-21,Jun-21,1.82,2.05,0.23,12.64
TXRH,2021-07-29,Jun-21,1.01,1.08,0.07,6.93
TXT,2021-07-29,Jun-21,0.61,0.81,0.2,32.79
TYL,2021-07-28,Jun-21,1.65,1.83,0.18,10.91
U,2021-08-10,Jun-21,-0.12,-0.02,0.1,83.33
UAA,2021-08-03,Jun-21,0.06,0.16,0.1,166.67
UAL,2021-07-20,Jun-21,-4.17,-3.91,0.26,6.24
UBA,2021-09-08,Jul-21,0.35,0.48,0.13,37.14
UBER,2021-08-04,Jun-21,-0.53,0.58,1.11,209.43
UBSI,2021-07-23,Jun-21,0.72,0.73,0.01,1.39
UCBI,2021-07-20,Jun-21,0.78,0.79,0.01,1.28
UCTT,2021-08-02,Jun-21,0.95,0.99,0.04,4.21
UDR,2021-07-28,Jun-21,0.49,0.49,0,0
UE,2021-08-04,Jun-21,0.26,0.11,-0.15,-57.69
UEIC,2021-08-05,Jun-21,0.92,0.98,0.06,6.52
UFCS,2021-08-04,Jun-21,-0.07,0.35,0.42,600
UFPI,2021-07-21,Jun-21,1.84,2.61,0.77,41.85
UFPT,2021-08-03,Jun-21,0.47,0.62,0.15,31.91
UGI,2021-08-04,Jun-21,0.11,0.13,0.02,18.18
UHS,2021-07-26,Jun-21,2.75,3.76,1.01,36.73
UI,2021-08-27,Jun-21,2.35,2.46,0.11,4.68
ULTA,2021-08-25,Jul-21,2.49,4.56,2.07,83.13
UMBF,2021-07-27,Jun-21,1.74,1.8,0.06,3.45
UMH,2021-08-04,Jun-21,0.22,0.22,0,0
UMPQ,2021-07-21,Jun-21,0.44,0.53,0.09,20.45
UNF,2021-06-30,May-21,1.84,2.21,0.37,20.11
UNFI,2021-09-28,Jul-21,0.81,1.18,0.37,45.68
UNH,2021-07-15,Jun-21,4.41,4.7,0.29,6.58
UNIT,2021-08-05,Jun-21,0.4,0.2,-0.2,-50
UNM,2021-08-03,Jun-21,1.13,1.39,0.26,23.01
UNP,2021-07-22,Jun-21,2.55,2.72,0.17,6.67
UNVR,2021-08-02,Jun-21,0.5,0.57,0.07,14
UPLD,2021-08-04,Jun-21,0.42,0.41,-0.01,-2.38
UPS,2021-07-27,Jun-21,2.75,3.06,0.31,11.27
UPST,2021-08-10,Jun-21,0.24,0.62,0.38,158.33
UPWK,2021-07-29,Jun-21,-0.11,-0.13,-0.02,-18.18
URBN,2021-08-24,Jul-21,0.79,1.28,0.49,62.03
URG,2021-08-03,Jun-21,-0.01,-0.04,-0.03,-300
URGN,2021-08-04,Jun-21,-1.1,-1.17,-0.07,-6.36
URI,2021-07-28,Jun-21,4.81,4.66,-0.15,-3.12
USB,2021-07-15,Jun-21,1.14,1.28,0.14,12.28
USFD,2021-08-09,Jun-21,0.34,0.58,0.24,70.59
USM,2021-08-05,Jun-21,0.43,0.39,-0.04,-9.3
USNA,2021-07-27,Jun-21,1.78,1.87,0.09,5.06
USPH,2021-08-05,Jun-21,0.74,0.96,0.22,29.73
UTHR,2021-08-04,Jun-21,2.86,3.65,0.79,27.62
UTL,2021-08-03,Jun-21,0.2,0.18,-0.02,-10
UTZ,2021-08-12,Jun-21,0.14,0.13,-0.01,-7.14
UUUU,2021-07-30,Jun-21,-0.04,-0.07,-0.03,-75
UVE,2021-07-28,Jun-21,0.52,0.65,0.13,25
UVSP,2021-07-28,Jun-21,0.65,0.71,0.06,9.23
V,2021-07-27,Jun-21,1.33,1.49,0.16,12.03
VAC,2021-07-28,Jun-21,0.89,0.85,-0.04,-4.49
VAPO,2021-08-09,Jun-21,-0.64,-0.67,-0.03,-4.69
VBIV,2021-08-02,Jun-21,-0.08,-0.07,0.01,12.5
VBTX,2021-07-27,Jun-21,0.6,0.6,0,0
VC,2021-07-29,Jun-21,0.06,-0.32,-0.38,-633.33
VCEL,2021-08-04,Jun-21,-0.06,-0.08,-0.02,-33.33
VCYT,2021-07-29,Jun-21,-0.25,-0.13,0.12,48
VEC,2021-08-10,Jun-21,1.14,1.52,0.38,33.33
VECO,2021-08-03,Jun-21,0.27,0.35,0.08,29.63
VEEV,2021-09-01,Jul-21,0.86,0.94,0.08,9.3
VERA,2021-08-16,Jun-21,-0.39,-0.33,0.06,15.38
VERI,2021-08-03,Jun-21,-0.15,-0.12,0.03,20
VERU,2021-08-12,Jun-21,-0.06,-0.03,0.03,50
VFC,2021-07-30,Jun-21,0.11,0.27,0.16,145.45
VG,2021-08-05,Jun-21,0.04,0.05,0.01,25
VGR,2021-08-04,Jun-21,0.25,0.63,0.38,152
VIAV,2021-08-12,Jun-21,0.19,0.22,0.03,15.79
VICI,2021-07-28,Jun-21,0.47,0.54,0.07,14.89
VICR,2021-07-22,Jun-21,0.33,0.43,0.1,30.3
VIR,2021-08-05,Jun-21,-0.68,0.46,1.14,167.65
VIRT,2021-08-04,Jun-21,0.75,0.63,-0.12,-16
VITL,2021-08-10,Jun-21,-0.01,0.09,0.1,1000
VIVO,2021-08-06,Jun-21,0.31,0.22,-0.09,-29.03
VKTX,2021-07-28,Jun-21,-0.19,-0.2,-0.01,-5.26
VLDR,2021-08-05,Jun-21,-0.16,-0.18,-0.02,-12.5
VLO,2021-07-29,Jun-21,0.15,0.48,0.33,220
VLY,2021-07-22,Jun-21,0.3,0.3,0,0
VMC,2021-08-04,Jun-21,1.67,1.57,-0.1,-5.99
VMI,2021-07-21,Jun-21,2.51,3.06,0.55,21.91
VMW,2021-08-26,Jul-21,1.62,1.75,0.13,8.02
VNDA,2021-07-28,Jun-21,0.17,0.17,0,0
VNO,2021-08-02,Jun-21,0.69,0.69,0,0
VNT,2021-08-06,Jun-21,0.54,0.61,0.07,12.96
VOYA,2021-08-05,Jun-21,1.41,2.2,0.79,56.03
VPG,2021-08-10,Jun-21,0.35,0.49,0.14,40
VRAY,2021-08-05,Jun-21,-0.16,-0.19,-0.03,-18.75
VREX,2021-08-03,Jun-21,0.27,0.4,0.13,48.15
VRM,2021-08-11,Jun-21,-0.48,-0.48,0,0
VRNS,2021-08-02,Jun-21,-0.03,-0.01,0.02,66.67
VRNT,2021-09-09,Jul-21,0.44,0.58,0.14,31.82
VRRM,2021-08-09,Jun-21,0.15,0.1,-0.05,-33.33
VRSK,2021-08-03,Jun-21,1.34,1.17,-0.17,-12.69
VRSN,2021-07-22,Jun-21,1.32,1.31,-0.01,-0.76
VRT,2021-07-28,Jun-21,0.24,0.31,0.07,29.17
VRTS,2021-07-28,Jun-21,8.1,9.07,0.97,11.98
VRTV,2021-08-09,Jun-21,0.81,1.87,1.06,130.86
VRTX,2021-07-29,Jun-21,2.69,3.11,0.42,15.61
VSAT,2021-08-05,Jun-21,0.03,0.23,0.2,666.67
VSEC,2021-07-28,Jun-21,0.54,0.6,0.06,11.11
VSH,2021-08-10,Jun-21,0.59,0.61,0.02,3.39
VST,2021-08-05,Jun-21,0.25,0.1,-0.15,-60
VSTM,2021-08-02,Jun-21,-0.09,-0.1,-0.01,-11.11
VSTO,2021-07-29,Jun-21,0.89,1.74,0.85,95.51
VTGN,2021-08-12,Jun-21,-0.05,-0.04,0.01,20
VTR,2021-08-06,Jun-21,0.72,0.73,0.01,1.39
VVI,2021-08-05,Jun-21,-0.77,-1.89,-1.12,-145.45
VVV,2021-08-04,Jun-21,0.45,0.55,0.1,22.22
VXRT,2021-08-05,Jun-21,-0.14,-0.13,0.01,7.14
VZ,2021-07-21,Jun-21,1.3,1.37,0.07,5.38
W,2021-08-05,Jun-21,1.18,1.89,0.71,60.17
WAB,2021-07-29,Jun-21,0.98,1.06,0.08,8.16
WABC,2021-07-15,Jun-21,0.79,0.84,0.05,6.33
WAFD,2021-07-13,Jun-21,0.52,0.61,0.09,17.31
WAL,2021-07-15,Jun-21,2.02,2.29,0.27,13.37
WASH,2021-07-21,Jun-21,1.13,1,-0.13,-11.5
WAT,2021-08-03,Jun-21,2.24,2.6,0.36,16.07
WBA,2021-07-01,May-21,1.11,1.51,0.4,36.04
WBS,2021-07-22,Jun-21,1,1.21,0.21,21
WBT,2021-08-03,Jun-21,0.12,0.22,0.1,83.33
WCC,2021-08-05,Jun-21,1.95,2.64,0.69,35.38
WD,2021-08-05,Jun-21,2.05,1.73,-0.32,-15.61
WDAY,2021-08-26,Jul-21,0.78,1.23,0.45,57.69
WDC,2021-08-04,Jun-21,1.46,2.16,0.7,47.95
WDFC,2021-07-07,May-21,1.15,1.52,0.37,32.17
WEC,2021-08-03,Jun-21,0.79,0.87,0.08,10.13
WELL,2021-07-29,Jun-21,0.77,0.79,0.02,2.6
WEN,2021-08-11,Jun-21,0.18,0.27,0.09,50
WERN,2021-07-29,Jun-21,0.86,0.86,0,0
WETF,2021-07-30,Jun-21,0.09,0.1,0.01,11.11
WEX,2021-07-29,Jun-21,1.99,2.31,0.32,16.08
WFC,2021-07-14,Jun-21,0.95,1.38,0.43,45.26
WGO,2021-06-23,May-21,1.76,2.16,0.4,22.73
WH,2021-07-28,Jun-21,0.68,0.95,0.27,39.71
WHD,2021-07-28,Jun-21,0.18,0.16,-0.02,-11.11
WHR,2021-07-21,Jun-21,5.89,6.64,0.75,12.73
WING,2021-07-28,Jun-21,0.33,0.38,0.05,15.15
WIRE,2021-07-27,Jun-21,1.14,8.82,7.68,673.68
WIX,2021-08-11,Jun-21,-0.28,-0.28,0,0
WK,2021-08-03,Jun-21,0.01,0.07,0.06,600
WKHS,2021-08-09,Jun-21,-0.19,-0.35,-0.16,-84.21
WLDN,2021-08-05,Jun-21,0.39,0.24,-0.15,-38.46
WLK,2021-08-03,Jun-21,3.8,4.04,0.24,6.32
WLL,2021-08-04,Jun-21,2.45,3.01,0.56,22.86
WM,2021-07-27,Jun-21,1.18,1.27,0.09,7.63
WMB,2021-08-02,Jun-21,0.27,0.27,0,0
WMS,2021-08-05,Jun-21,1.24,0.87,-0.37,-29.84
WMT,2021-08-17,Jul-21,1.56,1.78,0.22,14.1
WNC,2021-07-28,Jun-21,0.11,0.21,0.1,90.91
WOOF,2021-08-19,Jul-21,0.18,0.25,0.07,38.89
WOW,2021-08-05,Jun-21,0.1,-0.27,-0.37,-370
WPC,2021-07-30,Jun-21,1.24,1.27,0.03,2.42
WRB,2021-07-22,Jun-21,0.64,0.78,0.14,21.88
WRE,2021-07-29,Jun-21,0.33,0.24,-0.09,-27.27
WRK,2021-08-05,Jun-21,0.97,1,0.03,3.09
WRLD,2021-07-21,Jun-21,2.01,2.44,0.43,21.39
WSBC,2021-07-27,Jun-21,0.72,1.03,0.31,43.06
WSBF,2021-07-20,Jun-21,0.62,0.74,0.12,19.35
WSC,2021-08-05,Jun-21,0.17,0.14,-0.03,-17.65
WSFS,2021-07-22,Jun-21,0.84,2,1.16,138.1
WSM,2021-08-25,Jul-21,2.55,3.24,0.69,27.06
WSO,2021-07-22,Jun-21,3.15,3.71,0.56,17.78
WSR,2021-08-03,Jun-21,0.22,0.26,0.04,18.18
WST,2021-07-29,Jun-21,1.74,2.46,0.72,41.38
WTBA,2021-07-29,Jun-21,0.62,0.79,0.17,27.42
WTFC,2021-07-19,Jun-21,1.63,1.7,0.07,4.29
WTI,2021-08-03,Jun-21,0.09,0.02,-0.07,-77.78
WTS,2021-08-04,Jun-21,1.29,1.48,0.19,14.73
WTTR,2021-08-03,Jun-21,-0.12,-0.19,-0.07,-58.33
WU,2021-08-04,Jun-21,0.47,0.48,0.01,2.13
WW,2021-08-10,Jun-21,0.67,0.48,-0.19,-28.36
WWD,2021-08-02,Jun-21,0.99,0.74,-0.25,-25.25
WWE,2021-07-29,Jun-21,0.24,0.42,0.18,75
WWW,2021-07-29,Jun-21,0.47,0.67,0.2,42.55
WY,2021-07-30,Jun-21,1.38,1.37,-0.01,-0.72
WYNN,2021-08-04,Jun-21,-1.41,-1.12,0.29,20.57
X,2021-07-29,Jun-21,3.16,3.37,0.21,6.65
XEL,2021-07-29,Jun-21,0.56,0.58,0.02,3.57
XENT,2021-08-06,Jun-21,-0.42,-0.49,-0.07,-16.67
XHR,2021-08-03,Jun-21,0.01,-0.36,-0.37,-3700
XNCR,2021-08-04,Jun-21,-0.61,0.87,1.48,242.62
XOM,2021-07-30,Jun-21,1.02,1.1,0.08,7.84
XPEL,2021-08-09,Jun-21,0.24,0.37,0.13,54.17
XPER,2021-08-03,Jun-21,0.47,0.61,0.14,29.79
XPO,2021-07-28,Jun-21,1.71,1.86,0.15,8.77
XRAY,2021-08-05,Jun-21,0.65,0.71,0.06,9.23
XRX,2021-07-27,Jun-21,0.35,0.47,0.12,34.29
XXII,2021-08-05,Jun-21,-0.03,-0.03,0,0
XYL,2021-08-03,Jun-21,0.63,0.66,0.03,4.76
Y,2021-08-05,Jun-21,15.89,17.39,1.5,9.44
YELP,2021-08-05,Jun-21,-0.08,0.05,0.13,162.5
YETI,2021-08-05,Jun-21,0.57,0.68,0.11,19.3
YEXT,2021-09-02,Jul-21,-0.07,-0.06,0.01,14.29
YMAB,2021-08-05,Jun-21,-0.68,-0.53,0.15,22.06
YORW,2021-08-05,Jun-21,0.33,0.35,0.02,6.06
YUM,2021-07-29,Jun-21,0.95,1.16,0.21,22.11
YUMC,2021-07-28,Jun-21,0.43,0.42,-0.01,-2.33
ZBH,2021-08-03,Jun-21,1.84,1.9,0.06,3.26
ZBRA,2021-08-03,Jun-21,4.12,4.57,0.45,10.92
ZEN,2021-07-29,Jun-21,0.15,0.13,-0.02,-13.33
ZEUS,2021-08-05,Jun-21,2.01,2.84,0.83,41.29
ZG,2021-08-05,Jun-21,0.23,0.44,0.21,91.3
ZION,2021-07-19,Jun-21,1.25,2.08,0.83,66.4
ZM,2021-08-30,Jul-21,1.16,1.36,0.2,17.24
ZNGA,2021-08-05,Jun-21,0.09,0.05,-0.04,-44.44
ZNTL,2021-08-12,Jun-21,-1.14,-1.34,-0.2,-17.54
ZS,2021-09-09,Jul-21,0.09,0.14,0.05,55.56
ZTS,2021-08-05,Jun-21,1.08,1.19,0.11,10.19
ZUMZ,2021-09-09,Jul-21,0.84,1.02,0.18,21.43
ZUO,2021-08-25,Jul-21,-0.04,-0.04,0,0
